sentiment	text
1	Top tier Motel 6 in a great location. I stay in a lot of Motel 6s and have been satisfied with just about all of them I've tried. This one is a notch above the typical Motel 6. The location is great -- I walked to World of Coca-Cola and some good restaurants -- and the free parking helps make it a real bargain. The place is clean and well maintained and t staff was pleasant and helpful. I walked both day and night and never felt in danger though I did have to deal with a couple of panhandlers. No surprise there.
0	Close to everything, but customer service is not worth it.. When we booked the hotel we requested that we have a view of the space needle When I called the day before we left to confirm our stay the woman I spoke too specifically said she was going to be the one to assign the rooms would make sure we had a view We arrived and while we checked in the front desk man seemed bothered by us. We asked where we pull up for the bell hop to help us with our bags (we were in town for a book signing, so we had boxes of books, table decorations,gifts etc.) Not to mention we were staying for a week so we had quite a few bags. We were told
0	Very dirty! Avoid at all cost!. Room was very dirty, pillow cases stained, bathroom nasty, and outdated and we cancelled and decided not to stay at all! the first room we were given ...the key didnt work and so the front desk reassigned us another room.
1	Pleasing return visit as expected.. This is the second time that we have stayed at this hotel and the refurbishment is now complete. All rooms have been completely renovated so they are very clean and come with a shower , modern TV and coffee maker. the rooms are abit on the small side but big enough to take two double beds. The staff are very frienly and helpful and encourage you to use the business centre if you need to. There is also a gym and a small heated pool which doesn't seem to get too busy. The breakfast is included free and it does provide you with an adequate start to the day if you require a big vried breakfast there are severl restaurants offering all you can get buffets close by. The hotel is in a great location and does offer great value for money including free parking , in room wifi and an ATM.We are so glad you have enjoyed two visits with us at the Best Western Plus Orlando Convention Center. We love to hear from guests that have experienced our upgrades in the past year. The hotel has been completely renovated and is now one of the newest hotels in the Orlando area. We appreciated your business and look forward to seeing you again on your next Florida trip!
1	French quarter easy access. Needed a place to stay for just one night with the family to be fairly close to MSY but also check out the NOLA scene for first time in my life..It was easy to find . The Parking was very accessible whcih seems like a premium in this area . It was on the edge of the of the neighborhood and just a very easy walk to Bourban street ..So it was good to be close but not in an overlly intense environment..perfect for a family to experience the flavor but not get to caught up in the insanity . It was a great experience and would highly recommend this hotel. Staff was great without exception . Room was small..but hey it's the French Quarter and we weren't looking to do aerobics in the room . .Dear Guest, I was glad to hear your stay in New Orleans was enjoyable and that you would recommend our hotel in the future. Thank you for reviewing our hotel.Thank You, Bryant Faul
1	One of the Nicest Renaissance's. A relatively large convention type hotel. One of the best concierge lounges (for those of you staying on that level or elite Marriott travelers). I stayed here twice and both times the rooms were spacious, quiet and everything worked the way it was supposed to. Once I was a bit too close to the service elevator, but even that wasn't noisy (I like quiet). Didn't try the health club, but I did enjoy the hotel's main restaurant and lounge. The food in both was better than average. On the negative side...it's just the price. If you don't book this property well in advance or have a great corporate rate, you're going to pay well to stay here. If you can get a room at a reasonable rate, I'd recommend it. If you need to book a room at the last minute...go elsewhere.Thank you very much for the feedback on my hotel, I am glad you enjoyed your stay and hope to see you back soon!
1	Great rooms and service. Awful Spectators bar/food. The hotel has lovely quiet rooms always cleaned and polished. The staff are friendly and efficient. Even on busy memorial weekend the place did not feel too crapped or rushed. It's sad to see their luxury 'Skies' rooftop revolving restaurant has gone bust.We had to eat dinner the first night at the 'Spectator's' bar which was awful. We went back for drinks later at night and the main bartender was rude, he fitted right into the ambiance of this nasty little nugget.The breakfast buffet is always one of the highlights of my stay at this establishment. It's reasonably priced with top quality selection and service. The terrace view is calming with all the trees and water fountains babbling in the background.The pool was just 'remodeled' for memorial weekend but as always it was over packed and there were about 15 chaise lounge chairs for a large hotel. The hotel must buy some chairs for the clients. We had to sit on the concrete both days with our 2 year old. Next time we will bring our own chairs.I talked to the staff who said the entire hotel is in a remodel phase and I'm sure they will address these minor details. I may have griped a bit that I still love the hotel it just needs some minor adjustments. If your with family and need a dinner just go down to the Westin through The Link they have a bar/restaurant that actually has main courses and cooked food with vegetables.
0	Bad experience. We stayed here after a long day of travel. I booked through a 3rd party on my phone, then went out to dinner in Savannah, drove the distance to Kingland, and checked in late. So, we checked in late after a very long day of travel. Because we were checking in that late, I actually called to make sure they... More
0	never again. if you stay in this hotel dont accept room 107 as this room is opposite the ice machine and washing machine and drinks vending machines people leaving the door open all night the lady who works in the hotel coming for ice at 5.20am every...More
1	Exceptional Customer Service. I want to thank all of the staff at the Estancia for the wonderful service for our meeting we had in April. Even with the additional guest due to the fires they were accommodating and very friendly. My daughter and I, along with a friend and her daughter stayed and additional two days to have a little vacation before her wedding in June, We had a massage planned and just relaxing by the pool. My daughter spotted a bathing suit cover up, purchased it and wore it during her bachelor party in Cabo two week later. She lost it and loved it. I called Estancis spa t and spoke to Heather ( who had helped us previously with our massage and the purchase of the coverup), she remembered exactly who we were and which one. They did not have anymore but was able to get the designer name, look it up on line and find the exact one! She gave me all this information so I could purchase another one and surprise my daughter. This is going above and beyond! We will be coming back again and certainly will go to the spa again! Thank you Heather!! Thank you Deb and Sarah!Thank you for taking the time to share your wonderful experience on Trip Advisor. Your review gives us the opportunity to specifically praise and congratulate our well-deserved staff for providing exceptional experiences! We are pleased to hear Heather was able to assist with your purchase and make a connection with her guests. We look forward to welcoming you again soon!
1	Consistently good service and updated infrastructure. After several trips to Atlanta (Smyrna region), this hotel has consistently delivered excellent service. The atrium is quite impressive and sometimes generates noise (one of the few negative points) but the meeting infrastructure, the rooms itself, the restaurant (Medici and Tosca Blu), the spa and fitness, swimming pool, easy access to Cumberland mall...(should I go on) make this property one of the best business hotels in the neighbourhood. Best is of course in a renovated room and with your access to the lounge but that will depend on you. Pricing however is a tad higher than other properties which is why I marked it a bit lower in value.Thank you so much for your feedback, I really appreciate it. Hope to see you back with us soon!
1	Definitely recommend. The rooms were clean and beds extremely comfortable. Hot breakfast and dinner every day....dinner consisted of baked potato, cheddar cheese sause, hot dogs, salad and carrots, celery sticks every night. In addition, each night, there was at least one or more additional items - nachos/chicken tenders/etc. We arrived early in the morning and they were able to give us our room which was extremely nice. Staff was EXCELLENT. Every staff member we came in contact with was extremely helpful and friendly. Shuttle was efficient - ran every half hour.Only negativesThe pool was ok...a little smaller than pictured and chilly but the room was heated and the indoor/outdoor feature was nice. On the sunny days, outside pool was nice. The room had a desk, reclining chair and two dressers. Would have preferred a table with chairs over the 2nd dresser so we could play games in the room. Not a real problem....we just went to the lobby and used the tables there. Biggest complaint was with Travelocity. They were supposed to reserve a double bed room and booked us into a single king. My grandson was coming up for the weekend from his military base so it presented a little bit of a problem for one night. Their comment was they couldn't guarantee the room and we would just have to see if we could talk to the front desk. There were several soccer ball teams here when we checked in so there were no roll-away beds. We made do but it would have been better if they had made the reservation correctly to begin with. Will not book through them again.Overall...excellent experience. Even though there were several high school aged groups who were there during our stay...room was very quiet and no complaints with noise and everything was clean and well stocked.
1	New favorite in the city. I have stayed at a bunch of places in Seattle over the past 20+ years and my favorites have changed as staff, ownership, dating, maintenance, etc change. For years it was the Alexis then the Fairmont and Four Seasons then The Inn at the Market. the past few years we have stayed at the Hyatt but I thought I would try the Sorrento this weekend as I found a 249 suite deal. The rooms were huge and perfectly maintained and appointed. We loved having a book shelf filled with real books. The common areas were great and I honestly love a hotel where you can actually use the stairs anytime not just when the hotel is on fire. The staff was super friendly and helpful. This is our new favorite.Wow, parisryan, you know your Seattle hotels! I am thrilled that we are on the top of that prestigious list. Real books, real stairs, and super friendly staff, we have it all! Please come back and visit us again soon, we would be delighted to welcome you back. Cheers!Angie M. MykelGeneral Manager- Hotel Sorrento
0	OH. HELL. NO.. Unacceptable, unprofessional behavior.1. Couldn't get into room because I wasn't on the reservation. 2. Person let into room who wasn't on the reservation.3. Unreliable housekeeping.4. Double-charged for entire stay... WHEN I WASN'T EVEN ON THE RESERVATION.So, to begin... My friend PREPAID with her card for a room for us to share, but requested that my name be added to the reservation since I would arrive in NOLA hours before her. There's a whole email trail to prove they agreed, had my name spelled correctly, etc. I arrived, and they're like who are you I'm tired. I've been traveling. I need to shower, but no. I can't get into the room until hours later when my friend lands and gets it sorted from her Uber. I check us in using my card for incidentals, saying they'd only put a 50 hold on my card if we charged something to the room (we didn't). My friend arrives three hours later, but basically gets into our room about 15 minutes after I do. Once she's there, she tells me a pretty funny story. Her bf and his friends had another room, and even though he never put them on the reservation at all, they gave them keys! I had documentation and couldn't get into my room, and they, complete strangers for all the hotel knows, just waltzed into theirs! A huge security issue!The room itself was nice enough, and so was the pool however, the pool bar closed at random times despite having official posted hours. The bartenders were rude, as was most of the hotel staff (except for the doormen, who were delightful). Our room was only cleaned half the days of our stay. Housekeeping didn't replenish the toiletries when they did clean the room, and with two women, we obviously ran out of shampoo. When we called the front desk, around 10pm, they said they'd run out! At 11pm they came with a bag (and I mean garbage bag) full of.... lotion Because that helps. So both my friend and I showered without washing our hair, only to have housekeeping show up again at 2AM IN THE MORNING, banging on the door, with one bottle of shampoo that I guess they found. Not only was it late, but it was LATE.And now the worst part, to top it all off: Remember when I wasn't even on the reservation Yeah, they charged my credit card on file for a temporary hold FOR THE ENTIRE STAY. After my friend HAD ALREADY PREPAID. They got their before we even stepped in the door, and then double charged a completely different credit card with a completely different name. Yeah, no. You can deal with my credit card company thanks. I'm giving them two stars instead of one because the doormen were so incredibly nice. The nicest I've ever met. They should all get bonuses.And some additional minor points:Doormen: SO NICE! I LOVED THEM!Housekeeping: Good job cleaning WHEN they cleaned (but didn't restock soaps)Pool: Small but really nice, great viewBars: Rude, closed for no reasonFood: GreatBed: ComfortableBathroom: AwesomeNoise level: LOUD but it's not the soundproofing. It's the crazy loud fan/vent.Location: GREATOverall cleanliness: GREATThank you for taking a moment to share your review on TripAdvisor. Your candid feedback is truly valuable. I am disappointed to learn of issues you encountered during your stay as well as the service that should have been executed flawlessly. My apologies for your experience and I hope you will allow us another opportunity to serve you. Warm regards, Ellen LeMaireGeneral Manager
1	Weekend at the ball game. When we booked the hotel we knew that they were undergoing renovations so we expected some inconvenience. The checkin area was in a different location, all you needed to do was follow the signs. Checkin was fast. Our room was a 2 bedroom suite with a king in each room. The room was recently renovated and was absolutley beautiful. Plenty of room for 4 adults. We will be reserving a room again next September. There is shopping, food an liquor store right around the corner. The only downside was that our room was directly under the temporay breakfast cafe. If possible, that should be the last room to be checked into.
1	A Jewel in La Jolla. Excellent location and most friendly staff. We had a very confortable suite that can accommodate 4 people. The living room had a window with full ocean view. Very clean property, nice breakfast included in the price. Parking and internet was also included. Most important, the staff was very friendly and helpful.Greetings Alfredo L,Thank you for taking the time to review Pantai Inn. On behalf of the team, we all enjoyed reading your positive comments about our Inn. We are all very fortunate to be in a wonderful location, have well appointed rooms, and all work together with the common goal of ensuring our guests satisfaction. I sincerely appreciated you pointing out the complimentary items included with your stay - daily breakfast, parking, and wifi. Also, thank you for naming us the jewel in La Jolla. The name La Jolla roughly translates to this as well. We are all eager for your return. Cheers! Mike
0	Crappy smelly trash hole. All night long guys beat on my door hookers walked up and down the halls screaming the room was not sanitary there was roachs no towels air condioner stunk like stale mold I would have rather slept in my car
1	Maravilloso! Impecable! Increble!. Que experiencia! El lugar esta impecable, la habitacin es linda, todo limpio, nuevo y bien cuidado. Decoracin genial, excelente servicio, la alberca!!!! Wow! El desayuno simple continental es muy rico y variaso o sea, todo es increble. Hay donde estacionar y el hotel esta sper bien ubicado y cerca de todo! La zona es segura y hay varios restaurantes para desfrutar caminando, gasolinera, farmacia, o sea: genial. Y esta James: el recepcionista cantante espaol x africano x gitano x cantante es la neta del planeta! Divertido, atento...James: ven a visitarnos en Mexico! Abrazos, Lety y Isaias!Muchas gracias por una resea tan encantadora y estamos encantados de que haya disfrutado realmente de su estancia en The Vagabond! James es maravilloso con los huspedes del hotel y me asegurar de compartir sus encantadores comentarios con l y con todo el personal del hotel.Espero que vuelvas pronto!
1	Clean as a whistle. Had a four night stay at the Cabrillo in early May 2010. The room was extremely clean, so much so that we had to keep the windows open to let the cleaning fragrance escape! I guess you should never complain about a place being too clean. The room included a complimentary hot breakfast but did not include parking. The hotel was a bit away from San Diegos centre but it was definitely within walking distance for us. If not for others, the trolley and bus stop is only a block away. The staff member at the front desk was very helpful with information regarding maps, transport, food and places to steer clear from. The nightly rate was 150USD, maybe a little pricey for what we got but we enjoyed the stay overall. We were there to see San Diego after all, not the four walls of the Best Western. Still, I would recommend this hotel if you didnt mind being just out of the very centre of the city.
0	Don't get a wake up call!. Overall, the rooms are pretty nice, but my experience this time was not. First, I requested wake-up calls at 6:30 and 6:40 AM. I didn't get either. My phone did ring at 6:45, but I had already shot out of bed at 6:43 when I saw the clock. When I told the front desk how upset I was, I didn't... More
0	STAY far away from this place. Booked over the phone. Asked if they were pet friendly and the lady said yes. Drove 5 hours to get here and then be told no cats allowed. Would not cancel nor refund the reservation. Called my bank to stop payment and dispute the charge. Very unfriendly staff. Not a good experience
0	Cardboard window. Disappointed with the condition of the hotel. One of the rooms we booked had cardboard and tape covering the window. The refrigerator was not working and spoiled the food we put in it. No manager on duty and the manager is slow to respond. Several days later they responded they were sorry by email, however its been 2 weeks now and no further response on making right the situation.Dear Jeff R,Thank you for your recent review. The primary AC unit had failed. So we placed a temporary unit in the room. This was the reason for why the tape and cardboard. It was repaired upon check out. I did not get a notification on the fridge not working during your stay. I do apologize for both of these issues you had. These are not common occurrences as you can tell by other reviews on this site. If you would can you call me at the hotel and we can speak more about thisKindest regards,Robert HumphreyGeneral Manager
0	Boeves Cabin. We recently rented the Boeves cabin at the Flying Arrow resort. The cabin is in a great location and has a deck overlooking the river which is very nice. With that being said, I would not rent it again. The upstairs which has 2 bedrooms is hard to get to having to having to make your way up stairs that... More
0	Rude manager name RICK. I called to make a reservation to book for two days to attend for a convention and spoke with Rick. While he's taking to me I told him about the special package I wanted to avail and he said he will put me on hold for just a seconds. Guess what 25 minutes on hold so I called on my... More
0	Terrible Service. Would not stay here again. We arrived at the hotel around 12 noon. We were told their were no rooms ready and to come back in a couple hours. We returned in a couple hours but room not ready yet. We waited 3 1/2 hours for a room. We then got the room directly across from the elevator. The door wouldn't open. Very noisy trying to sleep. Breakfast was not good. Coffee maker broken. Manager finally talked to us after waiting 3 1/2 hours and gave us a discount. We cancelled our stay and moved hotels. Best choice ever! Best part was shuttle driver Travis. Loved him!
1	Comfortable and Cozy near the Boardwalk. This best western is the next best thing to the casino maybe even equal comfort that's close to the boardwalk. I have been staying at this location for years. I even have a favorite room. They since have remodeled and it's really nice modern decor. It's generally inexpensive, but can sometimes be the same rate as the casinos because of its popularity. I always enjoy my stay and it's close to everything. One block from the boardwalk. There is a seven eleven across the street that has everything. There is a rite aid, liquor store, restaurants and laundromat few steps away. Highly recommend this location and nice staff in the lobby.
0	DISAPPOINTING DO NOT RECOMMEND IT. I usually not write reviews that often and especially don't give any bad review to ARIA at all since my husband totally loves ARIA. My husband and I always love to stay here and we come minimum 3 times a year but the last 2 stays of ours were very unsatisfactory and all due to unprofessional staff at Mlife. My... More
1	Perfect hotel for my birthday girls only week-end!. This hotel had it all... outstanding and personable service and quality furnishings (though I understand they are remodeling to make it even better!) Lively complimentary cocktail hour including pub games.Gorgeous pool area with poolside food and bar service and all i an idyllic location in the Gaslamp quarter! Would stay here again and again!Well Angie H...we would love to welcome you back again and again! Thank you for the phenomenal 5 star review! I truly appreciate to taking time to write about your experience. We can't wait to have you back again..hopefully soon! Cheers! Shannon
1	started off rough but ended great. My first night at the hotel was terrible. I had to call security due to the very loud and rowdy people on my hall. I felt like I was in the middle of a house party, which was not okay at 2:30am! The next morning I promptly called the front dest at 8am and requested a new room. I explained what had happened and they couldn't have been nicer about the situation. They promptly moved me to a new room on the concierge floor, and they also gave me complementary breakfast for the remainder of my stay.As a Marriott rewards member I was please to see how professionally they handled this issues I had and made them right. The complementary shuttle service the hotel offers is a huge help when trying to get to dinner reservations and shopping. The restaurant and bar are also nice, they also have a great workout room. The location is ideal for a trip to Atlanta. Great hotel!I am so very sorry to learn of the noise disturbance you experienced on your first night. I am glad we were able to accommodate you in another room. Rest assured we are also following up with our Loss Prevention team to ensure we making extra rounds in the evening hours to ensure there are not noise disturbances for our guests. I do hope you plan to visit us again. Thank you for letting us know.
1	Terrific experience. The other reviews here on Tripadvisor are very accurate, and helped us choose this hotel, hopefully I can add some additional comments of value. The hotel is super clean, modern and up to date. That it is actually an older building is completely invisible unless you look really hard. The front desk staff are all super nice and accomodating.Valet parking is the way to go. 2/day more than finding your own, the cars are kept right at the back door of the lobby, and a valet was always available. Worth every penny.The rooms are compact to be sure, but hey, you're in Hawaii, and you need to be outdoors! The rooms reminded me a lot of a typical cruise ship in square footage and furnishings, which is a compliment. Like a lot of european hotels, the A/C is controlled by your room key which you insert into the light switch next to the door. Took a moment to figure that out, but once we did, it was nice, helped keep us from losing our key, and I appreciated the energy-conserving feature. Yes, there is a truly crappy building that needs to be torn down/blown up or something next to it, but its hardly a dealbreaker. The rooftop pool is nifty, relatively private and appeared to be as well maintained as the rest of the place. The location is pretty darn awesome for not being on 'the strip'. Short walk to pretty much anything, bus stop on the corner, fun/weird/cheap breakfast place also at corner. There is a bar for anyone's taste or interest within a block or two. Lots of shopping from the lowest to highest end within a block or two. Very eclectic.The attached Mexican restaurant was quite good and reasonably priced.Cab drivers have no idea where this hotel is located. 3 tries, 3 cabs, and they all got lost. Either the recent name change or the one-way street the hotel is on threw them off. We found it more funny than annoying as cabs in Honolulu are plentiful, reasonably priced and driven just as horrifically as in any city.Aloha KurtS84!Thank you so much for the terrific comments and 5-star review! Your comments are very thoughtful and I appreciate you taking the time to post. Our intimate rooftop pool is one of my favorite amenities because you get such an amazing view in a very relaxed setting. Come back and see us again the next time you visit Honolulu!Mahalo!Brian AkerDirector of Rooms
0	THE WORST EXPERIENCE. I don't recommend anyone to stay there! Because this is the most awful hotel in Wisconsin Dells! Poor service! Disgusting rooms not clean! Noizy! hole on the walls! Don't visit this hotel! NEver ever ever
1	Very Clean, Good Food, Nice Neighborhood. We came as a group on business. The rooms are large, there is a nice desk for working, the complimentary Internet speed was ok, but I couldn't figure how to get the better speed once I had signed up for the complimentary. The breakfast is great and fast. The neighborhood was a great place to go for a run.Thank you for your marvellous remarks regarding your recent group stay at the Hilton Garden Inn Orlando Airport while on business. I am very pleased to read that you were impressed with your immaculate, spacious accommodation, the food we served, our convenient location and all the complimentary features we have to offer. My team have a great passion for what they do, so I will share your feedback with them to recognize their hard work. Thank you again, and we hope that you and your group will visit us again soon!All the Best,Debra Thompson-FrenchGeneral ManagerHilton Garden Inn Orlando Airport
1	Great room for the price. I stayed at the Virginian Suites for one night in February and I was overall impressed with the hotel. It's a little difficult to get to if you don't know the area, but it's very convenient to restaurants and Georgetown, it would probably be a nice walk in the spring/summer. I stayed in a studio suite and there was a full kitchen with dishes and cooking utensils and it was very clean. There was a flat screen tv and couch. (A bit uncomfortable though). The bed was comfortable with high quality sheets. The bathroom was clean, but a bit small. There is a lot of storage and a large closet, so it would be a good place to stay for an extended period of time. The staff was very attentive, and the Washington Post was delivered in the morning. The only complaints I have are that the internet password did not work (though I'm sure this could have been fixed had I bothered to call the front desk), the small bathroom, and the fact that you have to pay for parking (7 a night). Other than that, I definitey recommend this hotel!
1	The perfect beach experience!. I recently stayed here while vacationing with my significant and was pleasantly surprised by the experience. We had a room with an excellent view overlooking the boardwalk and beach. It was great to sit out on the balcony and be able to enjoy the view and action down below. The hotel and room were clean and up-to-date. The bed was extremely comfortable with quality linens. The location was decent, located along the boardwalk with a number of restaurants, shops, and other hotels. Once we were there, we didn't have to drive anywhere since there was enough to keep us entertained close by.The only downside was that it was a bit noisy at night. There were a few people from the nearby bars yelling on the sidewalk, but fortunately it was brief and not late enough to wake us up. Also, the waves were much louder than we'd expected while trying to sleep, but that wasn't the fault of the hotel. Might be something to keep in mind if you are looking for a beach-front hotel. However, overall it was a fabulous experience!Thank you so much for the great TA review! It is great to hear you had a good time in Pacific Beach and enjoyed your room.On your next visit, if you'd like to be placed in the more quiet area of the hotel, please include it in your notes sections when booking your stay, we apologize for the unwanted noise level.We hope to have you back soon! Thanks for spending time at Ocean Park Inn.
0	Disaster. Avoid. Nothing good to say. The list goes on and on. Beds not made, no toilet paper, botched room assignments, mixed-up special events. The parking lot has recently been re-paved, everything else is broken. Something is wrong at the top here as evidenced by the total disorganization.
1	Great location, clean, friendly staff, but wifi needs serious upgrade. This was our 2nd time staying at Ocean Park Inn. Again, we stayed in a 2nd floor ocean front room. Great location, right on Pacific Beach. Very comfortable, fabulous ocean and beach views, balcony with small table and chairs overlook the beach. Unlike last visit, this time the wireless internet was completely useless in our room. I mean like non-existent. I had to go to the lobby to use wifi. Pretty inconvenient. They likely need to install few more routers. This reminded me of the state of things 10 years ago,when you'd wander around a hotel with your laptop, trying to find where you could actually get a wifi signal.. Spacious bathroom was renovated since last visit: bathtub removed and replaced with very spacious shower stall. Lots of drawers, decent closet -easy to keep organized. Pool, hot tub and patio area were great: impeccably clean: Staff were often out there picking up towels and tidying up. We swam in the ocean everyday, used the pool and hot tub every day. Very friendly staff. Location is as good as it gets: right on the beach, and walking distance to dozens of restaurants, bike rentals, coffee shops, and beach-and-souvenir shops. A Ralph's supermarket is a 3 minute walk away -great for lunch fixings, fresh fruit or a quick dinner from the deli counter. Free breakfast on site was good:: kids like to make their own waffles, good selection of yogurt, bagels, cream cheese, hard-boiled eggs, fresh fruit, toast, jams and cereals, coffee, juice, milk. Never used the air-conditioner: enjoyed sleeping with sliding doors open, fresh sea breeze and the soothing sound of ocean all night. Not a luxury hotel, but it has everything you need, except useful wifi, is very quite and clean, has friendly staff and location couldn't be better. Teenage kids would like to return a 3rd time, maybe next year.Thank you for all of your positive feedback, we are so glad that we had the opportunity to welcome you back!I have wonderful news, we are currently working on upgrading our Internet. On your next visit to the Ocean Park Inn it will be running much quicker so you will have more time to enjoy relaxing out on your ocean view patio!
0	1st and Last Stay!. The lobby looked nice and half way updated. Checked in got into room and immediately the smell of musty air conditioner, decor was outdated nothing close to the lobby and the first floor. Oh and there is no elevator and as you walk up the steps to the 2nd floor you see the paint and trim on the walls peeling... More
1	Stay here!!!. You do not want to miss this gem! From the moment you enter the front door to the time you leave the experience is like none other in NOLA. Beautiful hotel, great staff, rooms are perfectly cozy and a little like Vegas. Rooftop bar ambiance is clutch with a great view! Quiet and perfectly locatedThank you so much for taking the time to share this rave review of our hotel. We love hearing compliments such as this and how our property, service, and amenities created such a wonderful experience. It was our pleasure to have you as our guests and do hope to have you back for another visit real soon.Best regards,
1	A family of four looking to get away.. Bad: Parking is probably the only downside. You have to park in a parking garage which is fine, but expensive. But I guess thats what you get for staying in the city. It was all worth it though because the location was amazing. Good: The location is amazing. We were able to walk to everything. The room was clean and comfortable for my family of 4. The free breakfast was also great. We had an issue with internet that was taken care of really quickly. We had a great time and look forward to staying again
1	Atlanta adventure. The rooms were great. Breakfast was not well stocked so not much available if you were not there right away! Biggest complaint was both our rooms were not ready at check in! One of them wasn't ready until 5 pm! Not cool after a day of traveling! Dear amyh6751RH, I want to take this opportunity to apologize for the poor service you received during your stay at the BRAND of Wyndham. Your experience with our BRAND was not the quality of service that we have promised to provide to our guests. Our BRAND promise is something that we strive to deliver to every guest every day. There is no excuse that our staff did not fulfill that promise in your case. Please accept our apologies. Thank you for choosing BRAND and I look forward to the opportunity to better serve you in the future!!!!Gratefully, Tremeil Boone Assistant Manager
0	Clean Room.. Clean room. No frills.
1	Canelled Flight. Our flight was cancelled and we went to another facility and found it unfavorable. We called Hampton Inn and they had accommodations. they got us in fast, were professional, sympathetic, and helpful. We appreciated too that the towel with Hershey Kisses made it feel inviting and like home. A warm welcome. Our flight was scheduled to the next day and they allowed us to stay in the room until 1:30 pm then remain in the lobby/breakfast area until we were ready to go. We felt safe.Thank you for your kind words and feedback in regards to your recent stay at the Hampton Inn Philadelphia Airport. We look forward to a serving you again soon if your travels should bring you back to Philadelphia.Director of Sales
0	Pass This One By. The rewards side of being a Choice Privileges member is wonderful. It doesnt get much better than to be able to stay for free when travelling. But the downside was experienced this last weekend at the Econo Lodge in Moreno Valley. I chose this location due to its proximity to my daughters residence, just a few miles away. It was... More
1	Wonderful place to stay!. We took a family trip to Atlanta. This is a very nice hotel with exceptional staff. Rooms were large with an excellent view of the downtown. Weekend rates are very reasonable. It is very convenient to MARTA right across the street.Thank you for bring your family to visit us at the JW Marriott Atlanta. We have a beautiful city and I am glad you were able to enjoy a skyline view. Being located across the street from the MARTA rail system is certainly convenient to many of our Atlanta attractions. I hope you and your family will plan to visit again.
1	Location is Everything. This hotel is on a well-known avenue and literally across Lake Union. You can see from your hotel room window all of the lake tours available and boats to rent. So many people walking, jogging, and biking around the lake. Make sure you go for a lake view room. Just down the street there are some good places to eat like a BBQ place and Art Mable 21 restaurant. The staff is the best, very helpful and friendly. What I enjoyed the most was their breakfast Acai bowl, so good and an energy boost to start the day right. WiFi is always free and I had no issues.Dear EndyBOSTON,Thank you for sharing your feedback! I am glad to hear that you enjoyed your time at our hotel with the surrounding area being active and upbeat, matching the mood and view of the beautiful Lake Union. The Bistro's Acai Bowls are the best and I'm happy you had a chance to enjoy them at the top of your morning here. We pride ourselves with our staff service and hospitality, so knowing that we were able to take care of our loyal guests, like you, is an absolute delight! Can't wait to have you staying with us again whenever your travels bring you back to Seattle.In hospitality,Alina C.
0	We came to this hotel to relax and sit in the hot tub. We.... We came to this hotel to relax and sit in the hot tub. We get there and find out they had taken out the hot tub. The young kids ran up down the hall all night long and nothing was done about it. You can't tell me that in a small hotel like this one, the front desk didn't... More
1	Lovely staff great hotel overall. Check in staff were so helpful and cheerful. We arrived quite late and was promptly checked in so we could do rest. The room was spacious and very clean. Shower cubicle was spacious. Toiletries included. Not the best of locations in San Fran but by far not the worst either. We enjoyed the walk to Fishermans Wharf. There's a hop-on-hop-off bus stop fairly close too. Great value for money Dear Kate G,Thank you for choosing the Hotel Vertigo during your recent visit to San Francisco. We appreciate your feedback regarding your experience with us and are delighted to hear you enjoyed our accommodations as well as the excellent hospitality provided by our team. We look forward to welcoming you back to San Francisco in the future!Best regards,NickHaiyi Hotels San Franciscofor Hotel Vertigo
0	Cheap Place to Crash But Don't Look Closely. This property definitely needs renovation. Dirty floors, minimal cable TV, no amenities other than free WiFi (worked fine) and free parking. Everything has been used well (which is not a positive statement). Dirt in corners of room and windows.
0	Disappointed. I'm an IHG gold member. I've stayed at indigos in several locations. I was excited about this weekend getaway. I requested top floor. Didn't get it. I requested extra pillows didn't get it. I requested champagne be sent to the room and billed and was...MoreWe want you to know that all of your feedback regarding your recent experience with us has been duly noted and we thank you for providing it. Our sincere apologies regarding the communication disconnects with staff that you experienced during your stay. You are absolutely...More
0	WORST MOTEL. I checked in my room at about 5pm and after I paid money ave entered my room it was horrible. I left rode around until about 12am. The room had roaches crawling, they had moth balls in the drawer, under the mattress, under the bed. I kept itching sleeping in the bed so I laid in the hard floor, I... More
1	Good Stay Mothersday weekend not crowded. Hotel felt very mellow, We hardly saw anyone in the hotel. Ruths Chris has a good happy hour,cheap drinks and apps .We checked in Saturday and were given a room on the 20th floor. Room was nice and modern. Bed was comfortable, roon had what we needed. Room rate of 143 and tax was 22 a day kind of nuts but oh well. This hotel is in a great locatio...close to everything Pikes Place Market, light rail station, monorail, bars with happy hour. Theight rail station to airport is only two blocks up. We also relaxed in the hot tub which was relaxing. Overall good stay , not crowded, great location, and nice rooms.
1	Friendly, warm, courteous and efficient staff with nicely decorated comfy rooms.... The title may have said it all...It was a nicely decorated room and very comfortable. The cleaning staff was very conscious of when I would leave and come clean the room. They are very pet friendly there and you can't tell a pet has ever stayed in there it is so clean. The desk staff, concierge and valet parking are all efficient, knowledgeable and friendly. I have stayed at two other hotels in this group: Kensington Park and Hotlel Union Square and they are all good experiences but this is the first time I have traveled since I have my dog and I was so pleased...
